Date,Time,Location,Subregion,Operator,FlightType,Cause,Aboard,Fatalities,FatalityRate
08/09/1931,08:40,"Cincinnati, Ohio",Northern America,American Airways,commercial,"mechanical, cfit",6.0,6.0,1.0
09/14/1931,20:00,"Chicago, Illinois",Northern America,Chicago-Detroit Airways,commercial,weather,1.0,1.0,1.0
09/16/1931,04:00,"Oakland, California",Northern America,PacifiAir Transport,commercial,unknown,4.0,4.0,1.0
10/06/1931,,"Novia Scotia, Canada",Northern America,Deutsche Lufthansa,commercial,unknown,3.0,3.0,1.0
10/14/1931,,Brazil,South America,Syndicato Condor,commercial,unknown,3.0,3.0,1.0
11/05/1931,06:48,"Camden, New Jersey",Northern America,"NY, Phil., Washington AW",commercial,fire,5.0,5.0,1.0
11/13/1931,,"Sir Lowry's pass, South Africa",Southern Africa,Union Airways,commercial,unknown,3.0,3.0,1.0
11/23/1931,,"Salt Lake City, Utah",Northern America,Boeing Air Transport,commercial,cfit,1.0,1.0,1.0
11/24/1931,,"Near Tsinan, China",Eastern Asia,China National Aviation Corporation,commercial,"weather, cfit",3.0,3.0,1.0
11/26/1931,22:30,"Pasco, Washington",Northern America,Varney Air Lines,commercial,weather,1.0,1.0,1.0
12/05/1931,,"Kewanee, Illinois",Northern America,Braniff Airways,commercial,"mechanical, weather, cfit",6.0,2.0,0.3333333333333333
12/06/1931,,"Bangkok, Thailand",South-eastern Asia,KLM Royal Dutch Airlines,commercial,mechanical,7.0,5.0,0.7142857142857143
12/09/1931,,Off Algiers,Northern Africa,Aeropostale,commercial,unknown,2.0,2.0,1.0
12/31/1931,,"Springfield, Ohio",Northern America,American Airways,commercial,"mechanical, weather, cfit",5.0,4.0,0.8
01/21/1932,,"Colvin Park, Ilinois",Northern America,Northwest Airways,commercial,"fire, weather",1.0,1.0,1.0
01/29/1932,,"Lebec, California",Northern America,Century PacifiLines,commercial,"weather, cfit",8.0,8.0,1.0
02/01/1932,,"Off Miami, Florida",Northern America,Bimini Airways,commercial,undetermined,5.0,5.0,1.0
02/02/1932,,"Marcellus, Michigan",Northern America,Transamerican Airlines,commercial,unknown,1.0,1.0,1.0
02/02/1932,,"Rio Vista, California",Northern America,Boeing Air Transport,commercial,"fire, cfit",2.0,1.0,0.5
02/27/1932,,"Off Setiba, Brazil",South America,Aeropostale,commercial,unknown,3.0,3.0,1.0
03/08/1932,02:00,"Saint Louis, Illinois",Northern America,Century Air Lines,commercial,unknown,5.0,2.0,0.4
03/19/1932,,"Calimesa, California",Northern America,American Airways,commercial,weather,7.0,7.0,1.0
03/21/1932,,"Steubenville, Ohio",Northern America,Trans Continental and Western Air,commercial,cfit,1.0,1.0,1.0
03/29/1932,,Syria,Western Asia,Air Orient,commercial,unknown,3.0,3.0,1.0
03/31/1932,,"Bedford, Ohio",Northern America,National Air Transport,commercial,unknown,1.0,1.0,1.0
04/21/1932,,"Fort Wayne, Indiana",Northern America,Transamerica Airlines,commercial,unknown,1.0,1.0,1.0
05/03/1932,,"Portland, Oregon",Northern America,Varney Air Lines,commercial,unknown,2.0,2.0,1.0
05/16/1932,,"Burbank, California",Northern America,PacifiAir Transport,commercial,"fire, weather",3.0,3.0,1.0
07/16/1932,,"Mount El Plomo, near Vitacura, Chile",South America,Panagra,commercial,"weather, cfit",9.0,9.0,1.0
08/12/1932,,"Beyrouth, Lebanon",Western Asia,Air Orient,commercial,unknown,7.0,1.0,0.14285714285714285
08/30/1932,,"Tubergen, Germany",Western Europe,A B Aerotransport,commercial,unknown,2.0,2.0,1.0
09/08/1932,c:09:00,"Salt Flats, Texas",Northern America,American Airways,commercial,"fire, weather, cfit",4.0,3.0,0.75
09/17/1932,,"Selsdon Park, England",Northern Europe,Air Union,commercial,unknown,2.0,1.0,0.5
09/18/1932,,"Byron Bay, Australia",Australia and New Zealand,New England Airways,commercial,unknown,3.0,3.0,1.0
10/12/1932,,"Port Etienne, Mauritania",Western Africa,Aeropostale,commercial,unknown,1.0,1.0,1.0
10/26/1932,,"Villa Monte, Bolivia",South America,Lloyd Aero Boliviano,commercial,unknown,2.0,2.0,1.0
10/29/1932,,"Ramsgate, England",Northern Europe,Deutsche Lufthansa,commercial,cfit,2.0,2.0,1.0
11/02/1932,,"Echterpfuhl, Germany",Western Europe,Deutsche Lufthansa,commercial,"weather, cfit",5.0,5.0,1.0
11/25/1932,,"Marianna, Arkansas",Northern America,Hunter Airways,commercial,cfit,2.0,2.0,1.0
12/14/1932,,"Amarillo, Texas",Northern America,Trans Continental and Western Air,commercial,weather,2.0,2.0,1.0
12/14/1932,,"Rocky Ridge, Colorado",Northern America,Boeing Air Transport,commercial,unknown,1.0,1.0,1.0
12/26/1932,,"Wau, Australia",Australia and New Zealand,Guinea Airways,commercial,unknown,2.0,2.0,1.0
01/10/1933,,Algiers,Northern Africa,Aeropostale,commercial,unknown,1.0,1.0,1.0
01/14/1933,,"Newark, New Jersey",Northern America,Eastern Air Transport,commercial,fire,2.0,2.0,1.0
01/20/1933,,"Marietta, Georgia",Northern America,American Airways,commercial,unknown,1.0,1.0,1.0
01/20/1933,02:07,"Bourne, Texas",Northern America,American Airways,commercial,"weather, cfit",1.0,1.0,1.0
01/24/1933,,"Eugene, Oregon",Northern America,PacifiAir Transport,commercial,unknown,3.0,1.0,0.3333333333333333
03/11/1933,,"Near Mendoza, Argentina",South America,Pan American Grace Airways,commercial,fire,2.0,2.0,1.0
03/25/1933,20:07,"Hayward, California",Northern America,Varney Airlines,commercial,"fire, weather",3.0,3.0,4.666666666666667
03/28/1933,14:30,"Near Dixmude, Belgium",Western Europe,Imperial Airways,commercial,"sabotage, fire",15.0,15.0,1.0
04/03/1933,,"Hemkenrode, Germany",Western Europe,Deutsche Lufthansa,commercial,unknown,2.0,1.0,0.5
04/04/1933,12:30,"Off Barnegat, New Jersey",Northern America,Military - U.S. Navy,military,weather,76.0,73.0,0.9605263157894737
04/23/1933,,"Mt. Terrione, Italy",Southern Europe,Air Orient,commercial,cfit,6.0,6.0,1.0
04/29/1933,,"Traunstein, Germany",Western Europe,Eurasia,commercial,unknown,4.0,4.0,1.0
05/09/1933,,"Viladrau, Spain",Southern Europe,Aeropostale - La Tecoere Company,commercial,weather,6.0,6.0,1.0
06/02/1933,,"Bowling Green, Virginia",Northern America,Eastern Air Transport,commercial,cfit,1.0,1.0,1.0
08/29/1933,,"Quay, New Mexico",Northern America,Trans Continental and Western Air,commercial,weather,5.0,5.0,1.0
09/12/1933,,"Ljubljana, Yugoslavia",Southern Europe,Aeroput,commercial,unknown,8.0,8.0,1.0
10/10/1933,21:00,"Chesterton, Indiana",Northern America,United Air Lines,commercial,sabotage,10.0,10.0,1.0
10/31/1933,,"Etobon, France",Western Europe,Air France,commercial,unknown,2.0,2.0,1.0
11/09/1933,22:35,"Portland, Oregon",Northern America,United Air Lines,commercial,"weather, cfit",9.0,4.0,0.4444444444444444
11/10/1933,,"Moriarty, New Mexico",Northern America,Trans Continental and Western Air,commercial,unknown,1.0,1.0,1.0
11/20/1933,,"Near Tsinan, China",Eastern Asia,China National Aviation Corporation,commercial,"weather, cfit",8.0,8.0,1.0
11/21/1933,15:00,"Near Kharkov, Ukraine, USSR",Eastern Europe,Kalinin,commercial,mechanical,20.0,14.0,0.7
11/24/1933,,"Wedron, Illinois",Northern America,National Air Transport,commercial,unknown,2.0,2.0,1.0
12/11/1933,,"Hamburg, Germany",Western Europe,Deutsche Lufthansa,commercial,weather,8.0,7.0,0.875
12/14/1933,,"Eshowe, South Africa",Southern Africa,Union Airways,commercial,unknown,6.0,4.0,0.6666666666666666
12/30/1933,,"Near Ruysselede, Belgium",Western Europe,Imperial Airways,commercial,"mechanical, weather",10.0,10.0,1.0
01/15/1934,18:15,"Corbigny, France",Western Europe,Air France,commercial,"mechanical, weather",14.0,14.0,1.0
01/20/1934,,"Carombe, France",Western Europe,Air France,commercial,unknown,2.0,2.0,1.0
02/23/1934,02:00,"Near Salt Lake City, Utah",Northern America,Boeing Aircraft Company,commercial,cfit,8.0,8.0,1.0
02/26/1934,,"Rio de Oro, Morocco",Northern Africa,Air France,commercial,unknown,6.0,1.0,0.16666666666666666
03/06/1934,,"Petersburg, Illinois",Northern America,American Airways,commercial,"mechanical, weather",4.0,4.0,1.0
03/10/1934,,"Pereira, Colombia",South America,Pan American Airways (Scadta),commercial,"cfit, pilot_error",6.0,5.0,0.8333333333333334
03/22/1934,,"Near Lima, Peru",South America,Pan American Grace Airlines,commercial,mechanical,15.0,3.0,0.2
04/10/1934,,"Ningpo Bay, China",Eastern Asia,China National Aviation Corporation,commercial,unknown,3.0,3.0,1.0
05/09/1934,,English Channel,unknown,Air France,commercial,"weather, cfit",6.0,6.0,1.0
05/31/1934,05:00,"Croydon, England",Northern Europe,Air France,commercial,cfit,2.0,2.0,1.0
06/09/1934,,"Mongaup Mountain, New York",Northern America,American Airways,commercial,"weather, cfit",7.0,7.0,1.0
06/11/1934,,"Junin, Argentina",South America,Panagra,commercial,weather,10.0,5.0,0.5
06/22/1934,,"Chausseehausen, Germany",Western Europe,Deutsche Lufthansa,commercial,weather,7.0,1.0,0.14285714285714285
06/23/1934,06:00,"Burbank, California",Northern America,Aerevias Centrales Air Service,commercial,"fire, weather",1.0,1.0,1.0
07/09/1934,,"San Bernardino, California",Northern America,United Air Services,commercial,"mechanical, cfit, pilot_error",4.0,3.0,0.75
07/27/1934,,"Near Tuttlingen, Germany",Western Europe,Swissair,commercial,"fire, weather",12.0,12.0,1.0
08/05/1934,,"Bahia, Brazil",South America,Air France,commercial,unknown,2.0,2.0,1.0
08/10/1934,,"Ningbo, China",Eastern Asia,China National Aviation Corporation,commercial,unknown,,,
08/31/1934,23:42,"Amazonia, Missouri",Northern America,Rapid Air Transport,commercial,"weather, pilot_error",5.0,5.0,1.0
10/03/1934,,"Near Winton, Australia",Australia and New Zealand,Qantas,commercial,"weather, pilot_error",3.0,3.0,1.0
10/19/1934,,"Bass Strait, Australia",Australia and New Zealand,Holyman Airways,commercial,cfit,11.0,11.0,1.0
11/02/1934,,"Kiapit, Australia",Australia and New Zealand,Holdens Air Transport Service,commercial,unknown,4.0,2.0,0.5
11/15/1934,,"Near Longreach, Australia",Australia and New Zealand,Qantas,commercial,unknown,4.0,4.0,1.0
11/15/1934,,"Near Longreach, NSW, Australia",Australia and New Zealand,Qantas,commercial,unknown,4.0,4.0,1.0
11/15/1934,00:00,"Amazonia, Montana",Northern America,Rapid Air Transport,commercial,fire,2.0,2.0,1.0
12/07/1934,,"Salchau, Germany",Western Europe,Deutsche Lufthansa,commercial,unknown,3.0,3.0,1.0
12/08/1934,05:30,"Columbia, Missouri",Northern America,Braniff Airlines,commercial,mechanical,1.0,1.0,1.0
12/10/1934,07:30,"Palma Soriano, Cuba",Caribbean,Cubana de Aviacion,commercial,cfit,8.0,4.0,0.5
12/20/1934,02:30,"Rutbah Wells, Syria",Western Asia,KLM Royal Dutch Airlines,commercial,fire,7.0,7.0,1.0
12/22/1934,02:52,"Sunbright, Tennessee",Northern America,American Airlines,commercial,"weather, cfit",1.0,1.0,1.0
01/26/1935,,"Pittsburgh, Pennsylvania",Northern America,Trans Continental and Western Air,commercial,"fire, weather",1.0,1.0,1.0
01/31/1935,,"Stettin, Germany",Western Europe,Deruluft,commercial,"weather, cfit, pilot_error",11.0,11.0,1.0
03/07/1935,,"Schievelbein, Germany",Western Europe,Deruluft,commercial,mechanical,,3.0,
03/15/1935,,"El Arish, Egypt",Northern Africa,Misrair,commercial,"mechanical, weather, pilot_error",6.0,3.0,0.5
03/29/1935,,"Off Samland, Germany",Western Europe,Deutsche Lufthansa,commercial,unknown,5.0,5.0,1.0
04/01/1935,,"Beauvais, France",Western Europe,Air France,commercial,unknown,3.0,1.0,0.3333333333333333
04/06/1935,,"Brilon, Germany",Western Europe,KLM Royal Dutch Airlines,commercial,weather,7.0,7.0,1.0
05/01/1935,,"Near Walsenberg, Colorado",Northern America,Varney Air Lines,commercial,mechanical,1.0,1.0,1.0
05/06/1935,03:30,"Atlanta, Missouri",Northern America,Trans Continental and Western Air,commercial,"weather, cfit, pilot_error",14.0,5.0,0.35714285714285715
05/18/1935,18:35,"Flint, Michigan",Northern America,Knowles Flying Service of Detroit,commercial,"fuel, cfit",12.0,3.0,0.25
05/18/1935,00:45,"Near Moscow, Russia",Eastern Europe,Gor'ky Eskadril'ya,commercial,"collision, pilot_error",50.0,50.0,1.04
05/27/1935,,"Glendo, Wyoming",Northern America,Wyoming Air Service,commercial,unknown,1.0,1.0,1.0
05/28/1935,,"Maywood, Illinois",Northern America,Chicago and Southern Airlines,commercial,unknown,2.0,2.0,1.0
05/29/1935,,"San Barbra, Honduras",Central America,,unknown,cfit,9.0,6.0,0.6666666666666666
06/24/1935,14:36,"Medellin, Colombia",South America,Servicio Aereo Columbiano / SCADTA,commercial,weather,20.0,17.0,0.85
07/14/1935,,"Amsterdam, Netherlands",Western Europe,KLM Royal Dutch Airlines,commercial,"fire, mechanical",20.0,6.0,0.3
07/19/1935,14:20,"Off Chandeleur Island, Mississippi",Northern America,Wedell-Williams Air Service Corporation,commercial,undetermined,2.0,2.0,1.0
07/20/1935,,"Pian Giacomo, Switzerland",Western Europe,KLM Royal Dutch Airlines,commercial,"weather, cfit",13.0,13.0,1.0
08/13/1935,,"Hangow, China",Eastern Asia,China National Aviation Corporation,commercial,weather,,,
08/14/1935,23:45,"Near Gilmer, Texas",Northern America,Delta Air Lines,commercial,mechanical,4.0,4.0,1.0
08/15/1935,20:08,"Near Glendo, Wyoming",Northern America,Aero Mayflower Transit Co,commercial,"weather, cfit",3.0,3.0,1.0
08/15/1935,20:18,"Walakpa, near Point Barrow, Alaska",Northern America,Private,civilian,"mechanical, weather, pilot_error",2.0,2.0,1.0
09/01/1935,23:00,"Burbank, California",Northern America,Western Air Express,commercial,mechanical,3.0,3.0,1.0
10/02/1935,,"Off Finders Island, Victoria, Australia",Australia and New Zealand,Holyman Airways,commercial,unknown,5.0,5.0,1.0
10/07/1935,02:19,"Near Cheyenne, Wyoming",Northern America,United Air Lines,commercial,"mechanical, collision, pilot_error",12.0,12.0,1.0
10/09/1935,,Gulf of Finland,unknown,Aero O-Y,commercial,"weather, cfit",6.0,6.0,1.0
10/21/1935,,"Troy, New York",Northern America,Chamberlin Flying Service,commercial,mechanical,6.0,1.0,0.16666666666666666
10/30/1935,19:40,"Cheyenne, Wyoming",Northern America,United Air Lines,commercial,"mechanical, weather, cfit, pilot_error",4.0,4.0,1.0
11/02/1935,,"Off Nhambupe, Brazil",South America,Air France,commercial,unknown,4.0,4.0,1.0
11/09/1935,,"Near Juticalpa, Honduras",Central America,TACA,commercial,unknown,14.0,14.0,1.0
11/09/1935,04:40,"Near Fort Worth, Texas",Northern America,Braniff Airlines,commercial,weather,1.0,1.0,1.0
11/11/1935,,"Istres, France",Western Europe,Air France,commercial,unknown,3.0,3.0,1.0
12/04/1935,,"Tours, France",Western Europe,Air Bleu,commercial,unknown,2.0,1.0,0.5
12/10/1935,,"Croydon, England",Northern Europe,Sabena,commercial,"weather, cfit",11.0,11.0,1.0
12/24/1935,,"Breslau, Germany",Western Europe,Deutsche Lufthansa,commercial,pilot_error,3.0,3.0,1.0
12/31/1935,17:20,"Off Alexandria, Egypt",Northern Africa,Imperial Airways,commercial,fuel,13.0,12.0,0.9230769230769231
01/14/1936,19:32,"Goodwin, Arkansas",Northern America,American Airlines,commercial,cfit,17.0,17.0,1.0
01/17/1936,,"Near Cordillera, Boliva",South America,Lloyd Aereo Boliviano,commercial,unknown,13.0,13.0,1.0
01/21/1936,,"Off Ajaccio, Corsica, France",Western Europe,Air France,commercial,mechanical,6.0,6.0,1.0
01/29/1936,,"Denton, Texas",Northern America,American Airlines,commercial,"weather, cfit",6.0,1.0,0.16666666666666666
02/15/1936,,South AtlantiOcean,unknown,Deutsche Lufthansa,commercial,undetermined,4.0,4.0,1.0
03/05/1936,,"Near Tengya, China",Eastern Asia,China National Aviation Corporation,commercial,"weather, cfit",6.0,0.0,0.0
03/26/1936,,"Amemeca, Mexico",Central America,Compania de Mexico,commercial,"fire, cfit",14.0,14.0,1.0
04/01/1936,19:10,"Pavillon, New York",Northern America,American Airlines,commercial,"fire, weather",2.0,2.0,1.0
04/07/1936,10:20,"Uniontown, Pennsylvania",Northern America,Trans Continental and Western Air,commercial,"weather, cfit",15.0,13.0,0.8666666666666667
04/11/1936,05:20,"Port of Spain, Trinidad",Caribbean,Pan American Airways,commercial,unknown,25.0,3.0,0.12
04/15/1936,,"Near Turin, Italy",Southern Europe,Avio Linee Italiane,commercial,cfit,7.0,7.0,1.0
04/17/1936,,Switzerland,Western Europe,Deutsche Lufthansa,commercial,unknown,5.0,3.0,0.6
04/21/1936,,"Senlis, France",Western Europe,Sabena,commercial,unknown,2.0,2.0,1.0
04/30/1936,,"Basel, Switzerland",Western Europe,Swissair,commercial,unknown,2.0,2.0,1.0
05/16/1936,,"Mount Waverley, Australia",Australia and New Zealand,Holyman Airways,commercial,unknown,2.0,2.0,1.0
06/09/1936,,"Malmo, Sweden",Northern Europe,A B Aerotransport,commercial,unknown,15.0,1.0,0.06666666666666667
06/13/1936,,"Hannover, Germany",Western Europe,Deutsche Lufthansa,commercial,mechanical,6.0,1.0,0.16666666666666666
06/16/1936,,"Mt. Lihesten, Norway",Northern Europe,Den Norske Luftfartskole,commercial,"weather, cfit",7.0,7.0,1.0
07/31/1936,,"Off Channel Islands, Jersey",Northern Europe,Guernsey Airways,commercial,cfit,7.0,7.0,1.0
08/02/1936,06:00,"Mazamet, France",Western Europe,Air France,commercial,"weather, cfit",3.0,3.0,1.0
08/03/1936,,Mexico,Central America,Mexicana,commercial,unknown,1.0,1.0,1.0
08/05/1936,22:00,"St. Louis, Missouri",Northern America,Chicago Southern Airlines,commercial,mechanical,8.0,8.0,1.0
08/06/1936,,"Choco, Colombia",South America,SCADTA,commercial,unknown,2.0,2.0,1.0
08/12/1936,,"Altenkirchen, Germany",Western Europe,British Airways,commercial,unknown,2.0,2.0,1.0
08/22/1936,,"Mirabella, Greece",Southern Europe,Imperial Airways,commercial,unknown,11.0,2.0,0.18181818181818182
09/25/1936,,English Channel,unknown,Imperial Airways,commercial,unknown,2.0,2.0,1.0
09/28/1936,,"Walsenberg, Colorado",Northern America,Varney Air Lines,commercial,"weather, cfit",3.0,3.0,1.0
09/29/1936,,"Napierville, Illinois",Northern America,Blue Bird Air Service,commercial,"fire, mechanical",4.0,4.0,1.0
10/06/1936,,Mexico,Central America,Mexicana,commercial,unknown,1.0,1.0,1.0
10/09/1936,,,unknown,North Sea Aerial and General Transport,commercial,unknown,1.0,1.0,1.0
11/01/1936,,"Near Tabarz, Germany",Western Europe,Deutsche Lufthansa,commercial,"fire, cfit",15.0,11.0,0.7333333333333333
11/06/1936,,Near Moscow,unknown,Deruluft,commercial,pilot_error,9.0,9.0,1.0
11/17/1936,,"Nurnberg, Germany",Western Europe,Deutsche Lufthansa,commercial,pilot_error,16.0,4.0,0.25
11/19/1936,,"London, England",Northern Europe,British Airways,commercial,unknown,4.0,2.0,0.5
12/04/1936,,"Near Grenoble, France",Western Europe,Deutsche Lufthansa,commercial,unknown,6.0,6.0,1.0
12/07/1936,10:47,"Off Dakar, French West Africa",Western Africa,Air France,commercial,mechanical,5.0,5.0,1.0
12/09/1936,10:30,"Croydon, England",Northern Europe,KLM Royal Dutch Airlines,commercial,weather,17.0,15.0,0.8823529411764706
12/15/1936,03:14,"Near Salt Lake City, Utah",Northern America,Western Air Express,commercial,cfit,7.0,7.0,1.0
12/18/1936,03:20,"Kellogg, Idaho",Northern America,Northwest Orient Airlines,commercial,cfit,2.0,2.0,1.0
12/19/1936,20:47,"Near Milford, Pennsylvania",Northern America,Eastern Air Lines,commercial,"weather, cfit, pilot_error",14.0,14.0,1.0
12/23/1936,,"Near Dallas, Texas",Northern America,Braniff Airways,commercial,"fire, mechanical",6.0,6.0,1.0
12/26/1936,,"Nanking, China",Eastern Asia,China National Aviation Corporation,commercial,unknown,,,
12/27/1936,19:38,"Newhall, California",Northern America,United Air Lines,commercial,"weather, cfit, pilot_error",12.0,12.0,1.0
01/12/1937,11:07,"Near Newhall, California",Northern America,Western Air Express,commercial,"weather, cfit",13.0,5.0,0.38461538461538464
01/26/1937,,"Oran, Algeria",Northern Africa,Sabena,commercial,unknown,12.0,12.0,1.0
02/09/1937,20:50,"Off San Francisco, California",Northern America,United Air Lines,commercial,"mechanical, pilot_error",11.0,11.0,1.0
02/19/1937,13:40,"McPherson Ranges, Queensland, Australia",Australia and New Zealand,Airlines of Australia,commercial,unknown,7.0,5.0,0.7142857142857143
